net,length_um
regfile.registers\[20\]\[16\],20.76
_03032_,20.74
_05195_,20.74
_05334_,20.74
regfile.registers\[15\]\[7\],20.74
_02835_,20.72
_03465_,20.7
net176,20.7
_01559_,20.68
_04103_,20.68
regfile.registers\[21\]\[19\],20.68
regfile.registers\[6\]\[24\],20.675
_01512_,20.66
_03805_,20.66
_03617_,20.64
regfile.registers\[19\]\[23\],20.62
regfile.registers\[1\]\[23\],20.62
regfile.registers\[19\]\[29\],20.6
_03735_,20.58
regfile.registers\[30\]\[3\],20.57
_04188_,20.56
regfile.registers\[18\]\[10\],20.555
_01511_,20.54
_05026_,20.52
_05290_,20.52
_03563_,20.5
regfile.registers\[31\]\[16\],20.5
regfile.registers\[30\]\[24\],20.485
_05010_,20.48
_01030_,20.46
regfile.registers\[17\]\[27\],20.46
regfile.registers\[23\]\[11\],20.46
regfile.registers\[23\]\[19\],20.46
regfile.registers\[9\]\[17\],20.46
_01906_,20.44
_05088_,20.44
regfile.registers\[23\]\[31\],20.41
_01697_,20.4
_03726_,20.4
_04595_,20.4
regfile.registers\[15\]\[19\],20.38
regfile.registers\[31\]\[0\],20.38
_03827_,20.36
regfile.registers\[5\]\[13\],20.36
_05922_,20.32
_01822_,20.3
regfile.registers\[1\]\[4\],20.3
regfile.registers\[11\]\[0\],20.28
regfile.registers\[16\]\[18\],20.28
_03098_,20.26
regfile.registers\[18\]\[19\],20.23
regfile.registers\[5\]\[19\],20.22
regfile.registers\[14\]\[13\],20.205
regfile.registers\[17\]\[26\],20.2
regfile.registers\[21\]\[7\],20.2
regfile.registers\[24\]\[25\],20.2
net1180,20.2
regfile.registers\[21\]\[22\],20.18
regfile.registers\[2\]\[9\],20.16
_02996_,20.15
_03021_,20.14
_05980_,20.12
regfile.registers\[14\]\[17\],20.12
regfile.registers\[15\]\[8\],20.12
_01706_,20.1
_03561_,20.1
_04599_,20.1
_06002_,20.1
regfile.registers\[2\]\[29\],20.09
_03359_,20.08
regfile.registers\[11\]\[23\],20.08
regfile.registers\[21\]\[18\],20.08
regfile.registers\[30\]\[11\],20.05
regfile.registers\[14\]\[11\],20.04
regfile.registers\[20\]\[18\],20.02
regfile.registers\[9\]\[10\],20.02
_06059_,20.015
_05588_,20
_03989_,19.98
_05112_,19.98
pc_plus_4_id\[29\],19.98
regfile.registers\[18\]\[12\],19.95
regfile.registers\[18\]\[2\],19.945
_03613_,19.94
regfile.registers\[10\]\[12\],19.935
regfile.registers\[17\]\[6\],19.92
regfile.registers\[14\]\[16\],19.915
net195,19.9
_04974_,19.895
_04468_,19.88
_05410_,19.88
_01979_,19.86
_04851_,19.86
immgen.instruction\[10\],19.86
regfile.registers\[22\]\[16\],19.845
_00942_,19.84
_00229_,19.825
regfile.registers\[15\]\[21\],19.82
regfile.registers\[2\]\[8\],19.815
regfile.registers\[17\]\[15\],19.8
regfile.registers\[25\]\[14\],19.8
_02387_,19.78
regfile.registers\[31\]\[9\],19.78
regfile.registers\[14\]\[22\],19.77
_02563_,19.76
_03343_,19.76
regfile.registers\[3\]\[9\],19.76
regfile.registers\[8\]\[13\],19.76
_04879_,19.74
_05614_,19.74
regfile.registers\[4\]\[29\],19.72
regfile.registers\[10\]\[14\],19.715
regfile.registers\[4\]\[19\],19.7
_00940_,19.66
_04258_,19.66
regfile.registers\[12\]\[18\],19.66
regfile.registers\[13\]\[31\],19.66
regfile.registers\[21\]\[30\],19.66
_01480_,19.64
_04811_,19.64
_05606_,19.64
regfile.registers\[7\]\[16\],19.64
net1305,19.6
regfile.registers\[19\]\[26\],19.58
regfile.registers\[25\]\[23\],19.58
_05984_,19.56
regfile.registers\[28\]\[11\],19.56
regfile.registers\[6\]\[13\],19.55
_02007_,19.54
_03496_,19.54
regfile.registers\[11\]\[7\],19.54
regfile.registers\[3\]\[12\],19.54
regfile.registers\[5\]\[5\],19.54
regfile.registers\[26\]\[15\],19.535
_00644_,19.525
_03038_,19.52
_04959_,19.51
regfile.registers\[22\]\[3\],19.475
_04825_,19.46
regfile.registers\[17\]\[3\],19.46
regfile.registers\[24\]\[27\],19.46
_05270_,19.44
regfile.registers\[17\]\[8\],19.44
regfile.registers\[4\]\[16\],19.44
regfile.registers\[23\]\[8\],19.42
regfile.registers\[25\]\[27\],19.42
_03276_,19.4
_03375_,19.4
_04085_,19.4
regfile.registers\[21\]\[12\],19.4
regfile.registers\[7\]\[14\],19.4
_01885_,19.38
regfile.registers\[12\]\[20\],19.36
regfile.registers\[16\]\[29\],19.36
regfile.registers\[1\]\[11\],19.36
regfile.registers\[10\]\[10\],19.345
regfile.registers\[22\]\[30\],19.33
_05335_,19.32
regfile.registers\[20\]\[7\],19.32
regfile.registers\[31\]\[23\],19.32
regfile.registers\[4\]\[6\],19.32
regfile.registers\[16\]\[10\],19.3
regfile.registers\[3\]\[31\],19.3
_02134_,19.28
_04389_,19.28
regfile.registers\[31\]\[21\],19.28
regfile.registers\[9\]\[7\],19.28
regfile.registers\[30\]\[25\],19.275
_04279_,19.26
regfile.registers\[11\]\[12\],19.26
_03642_,19.24
regfile.registers\[31\]\[3\],19.24
regfile.registers\[7\]\[20\],19.24
regfile.registers\[8\]\[24\],19.24
_02298_,19.22
_04291_,19.22
net435,19.2
_05930_,19.18
regfile.registers\[4\]\[23\],19.18
regfile.registers\[2\]\[13\],19.15
regfile.registers\[23\]\[1\],19.14
_05128_,19.12
regfile.registers\[1\]\[1\],19.12
regfile.registers\[20\]\[1\],19.12
_01570_,19.1
_02595_,19.1
regfile.registers\[16\]\[5\],19.1
regfile.registers\[30\]\[22\],19.09
regfile.registers\[26\]\[3\],19.085
alu_unit.funct7\[5\],19.08
_02116_,19.06
_02203_,19
_03159_,19
_04284_,18.98
_05645_,18.98
regfile.registers\[21\]\[16\],18.98
regfile.registers\[26\]\[16\],18.975
_05260_,18.96
regfile.registers\[15\]\[13\],18.96
regfile.registers\[23\]\[20\],18.96
_02066_,18.94
_03706_,18.94
_04561_,18.94
net821,18.94
pc_plus_4_id\[21\],18.92
regfile.registers\[27\]\[0\],18.92
_02480_,18.9
_02743_,18.9
_03678_,18.9
_05715_,18.9
regfile.registers\[15\]\[6\],18.88
regfile.registers\[3\]\[23\],18.88
_01087_,18.865
_04864_,18.86
regfile.registers\[24\]\[8\],18.86
regfile.registers\[6\]\[14\],18.85
_03610_,18.84
_05889_,18.84
alu_unit.funct3\[2\],18.84
_00315_,18.82
_06256_,18.82
regfile.registers\[1\]\[18\],18.82
regfile.registers\[25\]\[16\],18.82
regfile.registers\[28\]\[7\],18.82
_03608_,18.76
_06013_,18.76
regfile.registers\[12\]\[30\],18.76
regfile.registers\[12\]\[9\],18.76
_02800_,18.74
regfile.registers\[20\]\[6\],18.74
regfile.registers\[9\]\[19\],18.74
regfile.registers\[26\]\[30\],18.735
_05257_,18.72
_01876_,18.7
_03198_,18.68
_05177_,18.66
regfile.registers\[10\]\[28\],18.66
regfile.registers\[27\]\[30\],18.66
_04791_,18.62
_05829_,18.62
regfile.registers\[23\]\[7\],18.62
_01354_,18.605
_03846_,18.6
_05145_,18.6
_06132_,18.6
regfile.registers\[17\]\[21\],18.6
_05183_,18.58
regfile.registers\[1\]\[29\],18.58
_03638_,18.575
_01703_,18.56
_04399_,18.56
regfile.registers\[20\]\[0\],18.56
regfile.registers\[28\]\[0\],18.56
_00205_,18.525
_05898_,18.52
_05103_,18.5
_03300_,18.48
_05261_,18.48
regfile.registers\[31\]\[7\],18.48
_06176_,18.47
_05135_,18.46
regfile.registers\[21\]\[25\],18.46
_04541_,18.44
_05171_,18.44
_01492_,18.42
_04784_,18.4
regfile.registers\[16\]\[26\],18.4
pc_plus_4_mem\[15\],18.38
regfile.registers\[23\]\[22\],18.38
_00708_,18.365
_03302_,18.36
_05168_,18.36
_05589_,18.36
regfile.registers\[24\]\[11\],18.36
regfile.registers\[7\]\[23\],18.36
regfile.registers\[27\]\[18\],18.355
_04079_,18.34
_04951_,18.34
_06051_,18.32
regfile.registers\[15\]\[10\],18.32
regfile.registers\[14\]\[5\],18.29
regfile.registers\[23\]\[15\],18.28
regfile.registers\[10\]\[27\],18.27
_03371_,18.26
regfile.registers\[27\]\[4\],18.26
regfile.registers\[5\]\[24\],18.26
regfile.registers\[9\]\[16\],18.26
_05062_,18.24
regfile.registers\[19\]\[6\],18.24
regfile.registers\[5\]\[21\],18.24
regfile.registers\[2\]\[14\],18.23
_05150_,18.2
_03833_,18.18
_04855_,18.18
regfile.registers\[20\]\[8\],18.18
_00533_,18.16
pc_plus_4_id\[14\],18.16
net341,18.16
_06118_,18.155
_05117_,18.12
_05184_,18.12
regfile.registers\[29\]\[27\],18.12
regfile.registers\[31\]\[24\],18.1
_03480_,18.08
regfile.registers\[4\]\[8\],18.08
_00275_,18.06
_03206_,18.06
_05085_,18.06
_06031_,18.06
regfile.registers\[16\]\[4\],18.06
regfile.registers\[25\]\[10\],18.06
regfile.registers\[31\]\[11\],18.06
_05220_,18.04
_03435_,18.02
_05025_,18.02
_00037_,18.005
regfile.registers\[16\]\[13\],18
regfile.registers\[10\]\[26\],17.99
regfile.registers\[18\]\[26\],17.99
regfile.registers\[26\]\[6\],17.985
_03301_,17.98
_05160_,17.98
_01556_,17.96
_02570_,17.96
_04587_,17.96
_04508_,17.94
_06218_,17.94
regfile.registers\[31\]\[17\],17.94
_01555_,17.92
regfile.registers\[1\]\[0\],17.9
_04792_,17.88
_03686_,17.86
_05289_,17.86
regfile.registers\[7\]\[28\],17.86
regfile.registers\[22\]\[24\],17.85
_01824_,17.82
_02939_,17.82
_05944_,17.82
_01914_,17.8
_06242_,17.8
regfile.registers\[2\]\[26\],17.795
_03175_,17.78
regfile.registers\[29\]\[20\],17.78
regfile.registers\[5\]\[10\],17.78
regfile.registers\[7\]\[3\],17.78
_04873_,17.77
regfile.registers\[7\]\[27\],17.77
_00028_,17.765
_02488_,17.76
_02638_,17.76
_03406_,17.76
_03875_,17.76
_04296_,17.76
_00670_,17.745
regfile.registers\[19\]\[16\],17.74
regfile.registers\[8\]\[19\],17.74
regfile.registers\[8\]\[6\],17.74
_03872_,17.72
_04253_,17.72
_05167_,17.72
_02056_,17.7
regfile.registers\[29\]\[4\],17.7
_02430_,17.68
net1332,17.68
_05462_,17.66
regfile.registers\[28\]\[5\],17.66
_02631_,17.62
_04164_,17.6
_05863_,17.6
regfile.registers\[19\]\[18\],17.6
_04383_,17.58
regfile.registers\[15\]\[12\],17.58
regfile.registers\[2\]\[15\],17.58
_00164_,17.56
regfile.registers\[15\]\[27\],17.56
_03200_,17.52
_03201_,17.52
_04878_,17.52
_06259_,17.52
regfile.registers\[9\]\[3\],17.52
regfile.registers\[14\]\[24\],17.5
_02454_,17.48
regfile.registers\[4\]\[27\],17.48
_01946_,17.44
_05337_,17.44
regfile.registers\[12\]\[13\],17.44
regfile.registers\[19\]\[1\],17.44
regfile.registers\[23\]\[3\],17.44
regfile.registers\[24\]\[21\],17.44
regfile.registers\[18\]\[21\],17.43
regfile.registers\[27\]\[28\],17.42
regfile.registers\[7\]\[0\],17.42
_02620_,17.4
net645,17.4
_02438_,17.36
regfile.registers\[13\]\[21\],17.36
regfile.registers\[8\]\[23\],17.36
regfile.registers\[22\]\[12\],17.35
regfile.registers\[24\]\[23\],17.34
net934,17.34
_01868_,17.32
_01869_,17.32
_02745_,17.32
regfile.registers\[13\]\[7\],17.32
regfile.registers\[23\]\[2\],17.32
net1194,17.32
_03844_,17.3
regfile.registers\[29\]\[29\],17.3
regfile.registers\[29\]\[3\],17.3
regfile.registers\[2\]\[6\],17.29
_05861_,17.28
regfile.registers\[4\]\[0\],17.28
_02266_,17.275
regfile.registers\[2\]\[3\],17.27
regfile.registers\[2\]\[7\],17.27
_00244_,17.265
_01163_,17.265
_03634_,17.26
net843,17.26
_02406_,17.24
regfile.registers\[1\]\[16\],17.24
regfile.registers\[23\]\[14\],17.24
regfile.registers\[31\]\[25\],17.24
_05365_,17.22
_05750_,17.22
regfile.registers\[16\]\[2\],17.22
regfile.registers\[21\]\[28\],17.22
net901,17.22
_03275_,17.2
regfile.registers\[11\]\[27\],17.2
regfile.registers\[18\]\[27\],17.19
_04347_,17.18
_04865_,17.18
regfile.registers\[26\]\[13\],17.175
_05133_,17.16
regfile.registers\[30\]\[1\],17.145
_05291_,17.14
regfile.registers\[5\]\[14\],17.13
_01286_,17.125
_04813_,17.12
regfile.registers\[10\]\[17\],17.11
regfile.registers\[9\]\[24\],17.11
_02062_,17.1
_04210_,17.1
regfile.registers\[22\]\[2\],17.1
regfile.registers\[22\]\[6\],17.065
regfile.registers\[30\]\[26\],17.065
_04577_,17.06
_05714_,17.06
haz_detect.ex_mem_read,17.06
regfile.registers\[8\]\[21\],17.06
net554,17.06
_01845_,17.02
regfile.registers\[29\]\[19\],17.02
net676,17.02
_00513_,17.005
regfile.registers\[21\]\[10\],17
regfile.registers\[10\]\[2\],16.985
_02364_,16.98
regfile.registers\[3\]\[7\],16.98
regfile.registers\[7\]\[13\],16.98
regfile.registers\[9\]\[4\],16.98
regfile.registers\[22\]\[9\],16.97
_02528_,16.965
_05801_,16.96
_02208_,16.94
_04765_,16.94
regfile.registers\[21\]\[6\],16.94
_02785_,16.92
regfile.registers\[21\]\[24\],16.92
regfile.registers\[9\]\[21\],16.92
_02479_,16.9
clknet_leaf_80_clk,16.88
regfile.registers\[11\]\[31\],16.87
regfile.registers\[30\]\[21\],16.86
regfile.registers\[6\]\[3\],16.825
regfile.registers\[0\]\[7\],16.82
regfile.registers\[19\]\[10\],16.82
regfile.registers\[21\]\[11\],16.82
regfile.registers\[30\]\[13\],16.81
_00284_,16.8
_05328_,16.8
_03004_,16.78
_00783_,16.765
_02016_,16.76
_05043_,16.76
regfile.registers\[7\]\[21\],16.76
_03345_,16.72
_04894_,16.72
regfile.registers\[0\]\[20\],16.72
regfile.registers\[19\]\[21\],16.72
_02166_,16.7
regfile.registers\[20\]\[26\],16.7
regfile.registers\[23\]\[28\],16.7
regfile.registers\[2\]\[21\],16.7
regfile.registers\[30\]\[4\],16.69
_00430_,16.685
_01874_,16.68
_03270_,16.68
_05685_,16.68
regfile.registers\[12\]\[26\],16.68
regfile.registers\[15\]\[16\],16.68
regfile.registers\[2\]\[27\],16.675
regfile.registers\[24\]\[3\],16.65
_01593_,16.64
_02067_,16.64
regfile.registers\[25\]\[29\],16.64
_01548_,16.625
_02329_,16.62
_04147_,16.6
_04787_,16.6
regfile.registers\[15\]\[22\],16.6
regfile.registers\[5\]\[17\],16.6
net562,16.6
regfile.registers\[26\]\[31\],16.595
regfile.registers\[16\]\[31\],16.58
_00362_,16.575
_00235_,16.565
_03521_,16.56
regfile.registers\[15\]\[5\],16.56
regfile.registers\[17\]\[20\],16.56
regfile.registers\[1\]\[27\],16.56
regfile.registers\[26\]\[14\],16.55
regfile.registers\[2\]\[5\],16.545
_04537_,16.54
_05051_,16.54
_02177_,16.5
_02961_,16.48
regfile.registers\[11\]\[29\],16.48
regfile.registers\[27\]\[15\],16.48
_05311_,16.47
_00474_,16.465
_03412_,16.46
regfile.registers\[10\]\[8\],16.46
_03849_,16.44
_04497_,16.42
regfile.registers\[1\]\[6\],16.42
regfile.registers\[27\]\[11\],16.42
_00360_,16.405
regfile.registers\[19\]\[12\],16.4
_01463_,16.395
_04610_,16.38
regfile.registers\[15\]\[31\],16.38
_06067_,16.36
pc_plus_4_id\[17\],16.36
regfile.registers\[0\]\[8\],16.36
regfile.registers\[21\]\[0\],16.36
regfile.registers\[4\]\[13\],16.36
_01581_,16.34
_01588_,16.34
_02930_,16.34
_03695_,16.34
_05023_,16.34
_02256_,16.32
_00123_,16.305
_00250_,16.305
_02064_,16.3
_04567_,16.3
_04964_,16.3
_05309_,16.3
regfile.registers\[24\]\[31\],16.3
regfile.registers\[7\]\[12\],16.3
_05283_,16.28
regfile.registers\[10\]\[9\],16.275
regfile.registers\[6\]\[31\],16.27
net198,16.26
_02389_,16.24
_02447_,16.24
_02450_,16.24
_05182_,16.24
net1302,16.24
pc_plus_4_ex\[30\],16.235
_00396_,16.225
_00941_,16.22
_01578_,16.22
_03767_,16.22
_04904_,16.22
_06032_,16.22
regfile.registers\[29\]\[28\],16.22
_02834_,16.2
_03137_,16.2
_01721_,16.18
_04199_,16.16
net617,16.16
_02502_,16.14
_05134_,16.14
_06104_,16.14
_06155_,16.14
_00810_,16.125
_01268_,16.125
_01355_,16.105
regfile.registers\[16\]\[23\],16.1
_00805_,16.085
_01207_,16.085
_01962_,16.08
regfile.registers\[4\]\[5\],16.08
regfile.registers\[15\]\[26\],16.06
regfile.registers\[1\]\[28\],16.06
regfile.registers\[20\]\[4\],16.06
pc_plus_4_id\[26\],16.04
regfile.registers\[22\]\[21\],16.03
_00902_,16.025
_05224_,16.02
_05933_,16.02
regfile.registers\[2\]\[1\],16.02
net207,16.02
regfile.registers\[0\]\[21\],16
regfile.registers\[16\]\[14\],16
regfile.registers\[20\]\[28\],16
regfile.registers\[24\]\[9\],16
regfile.registers\[28\]\[18\],16
_04844_,15.98
regfile.registers\[13\]\[20\],15.98
regfile.registers\[25\]\[24\],15.98
regfile.registers\[7\]\[6\],15.98
regfile.registers\[18\]\[6\],15.965
_00163_,15.96
_02900_,15.96
_01817_,15.94
regfile.registers\[17\]\[11\],15.94
_00323_,15.925
_02432_,15.9
_05118_,15.9
regfile.registers\[27\]\[25\],15.9
regfile.registers\[3\]\[17\],15.9
regfile.registers\[5\]\[30\],15.9
regfile.registers\[8\]\[26\],15.9
regfile.registers\[8\]\[3\],15.9
regfile.registers\[9\]\[20\],15.9
haz_detect.mem_reg_write,15.895
_00350_,15.885
_00872_,15.885
_04920_,15.88
regfile.registers\[13\]\[1\],15.88
_02534_,15.86
_03461_,15.86
_03813_,15.86
pc_plus_4_id\[22\],15.86
regfile.registers\[4\]\[17\],15.86
regfile.registers\[14\]\[26\],15.855
regfile.registers\[22\]\[0\],15.85
regfile.registers\[24\]\[5\],15.85
_02213_,15.84
_03840_,15.84
_04802_,15.84
_06163_,15.84
regfile.registers\[1\]\[24\],15.84
_03529_,15.8
regfile.registers\[12\]\[12\],15.8
regfile.registers\[6\]\[30\],15.77
_00790_,15.765
_01031_,15.76
_01544_,15.76
_02894_,15.76
_03027_,15.76
_04313_,15.76
_04411_,15.76
_04603_,15.76
_05254_,15.76
_00180_,15.74
_06048_,15.74
regfile.registers\[28\]\[19\],15.74
_01099_,15.725
_02078_,15.72
_05057_,15.72
regfile.registers\[1\]\[12\],15.72
regfile.registers\[8\]\[16\],15.72
_02327_,15.68
_03655_,15.68
_04797_,15.68
_04957_,15.68
regfile.registers\[12\]\[17\],15.68
_05172_,15.66
_02419_,15.655
regfile.registers\[25\]\[7\],15.64
regfile.registers\[29\]\[6\],15.64
net451,15.64
net671,15.64
_00008_,15.63
_00667_,15.625
regfile.registers\[24\]\[6\],15.61
_02495_,15.6
_03087_,15.6
regfile.registers\[28\]\[9\],15.6
net1174,15.6
_02618_,15.58
regfile.registers\[5\]\[20\],15.58
regfile.registers\[18\]\[31\],15.565
regfile.registers\[15\]\[23\],15.56
_04375_,15.54
_05003_,15.52
regfile.registers\[23\]\[0\],15.52
_00020_,15.505
_04840_,15.5
regfile.registers\[1\]\[26\],15.5
regfile.registers\[21\]\[20\],15.5
_05324_,15.48
_05943_,15.48
_01101_,15.465
_00274_,15.46
regfile.registers\[11\]\[2\],15.46
net314,15.46
regfile.registers\[14\]\[31\],15.455
regfile.registers\[26\]\[11\],15.45
_00705_,15.445
regfile.registers\[19\]\[22\],15.44
regfile.registers\[21\]\[29\],15.44
regfile.registers\[28\]\[14\],15.42
net607,15.42
_01123_,15.405
_01905_,15.4
_01938_,15.4
regfile.registers\[14\]\[1\],15.4
_04126_,15.38
regfile.registers\[12\]\[8\],15.38
regfile.registers\[16\]\[17\],15.38
_02313_,15.34
_03500_,15.34
_03501_,15.34
_03526_,15.34
_03819_,15.34
_04151_,15.34
_04156_,15.34
_04288_,15.34
regfile.registers\[2\]\[0\],15.34
regfile.registers\[9\]\[8\],15.34
_05349_,15.32
regfile.registers\[23\]\[21\],15.32
regfile.registers\[9\]\[1\],15.32
_01589_,15.3
_02600_,15.3
_02999_,15.3
regfile.registers\[4\]\[14\],15.3
regfile.registers\[9\]\[22\],15.3
_05252_,15.295
regfile.registers\[30\]\[27\],15.285
_02090_,15.26
_05058_,15.26
regfile.registers\[26\]\[17\],15.255
regfile.registers\[7\]\[4\],15.24
net374,15.24
net629,15.24
regfile.registers\[2\]\[22\],15.23
_02966_,15.22
_04766_,15.22
_00870_,15.2
_06157_,15.2
regfile.registers\[24\]\[24\],15.2
regfile.registers\[25\]\[13\],15.2
net1143,15.2
_05265_,15.18
regfile.registers\[20\]\[31\],15.18
_04824_,15.155
regfile.registers\[27\]\[27\],15.15
_03429_,15.14
_03758_,15.14
_05329_,15.14
regfile.registers\[1\]\[8\],15.14
net413,15.14
_05827_,15.12
_00366_,15.105
_05987_,15.1
regfile.registers\[11\]\[4\],15.1
_00054_,15.085
_00697_,15.08
_04343_,15.08
regfile.registers\[5\]\[0\],15.08
regfile.registers\[10\]\[20\],15.07
_01910_,15.06
_04778_,15.06
regfile.registers\[7\]\[8\],15.06
_00915_,15.045
_01577_,15.04
_02884_,15.02
_03750_,15.02
regfile.registers\[16\]\[7\],15.02
regfile.registers\[20\]\[20\],15.02
regfile.registers\[14\]\[0\],15.01
regfile.registers\[6\]\[6\],15.01
_00990_,15.005
_03523_,15
_03654_,15
net773,15
_00280_,14.96
_00525_,14.96
regfile.registers\[5\]\[3\],14.96
regfile.registers\[2\]\[12\],14.95
_05276_,14.945
_03681_,14.94
regfile.registers\[7\]\[29\],14.92
_03721_,14.9
regfile.registers\[5\]\[4\],14.9
_03140_,14.88
_03797_,14.88
_05102_,14.88
regfile.registers\[28\]\[13\],14.88
regfile.registers\[18\]\[30\],14.87
_06255_,14.86
regfile.registers\[31\]\[15\],14.86
_02289_,14.85
_05170_,14.84
net1060,14.84
_02657_,14.8
_04976_,14.8
_05803_,14.8
_06250_,14.8
regfile.registers\[26\]\[12\],14.785
_04915_,14.78
net1191,14.78
_02227_,14.76
_03491_,14.76
_03593_,14.76
regfile.registers\[11\]\[17\],14.76
regfile.registers\[12\]\[3\],14.76
regfile.registers\[14\]\[30\],14.75
_00774_,14.745
_01012_,14.745
_01346_,14.745
regfile.registers\[31\]\[5\],14.74
regfile.registers\[5\]\[27\],14.74
_02087_,14.72
_02101_,14.72
_03841_,14.72
_05835_,14.72
net798,14.72
_00898_,14.705
_01505_,14.7
_05266_,14.7
regfile.registers\[13\]\[14\],14.7
net659,14.7
_01060_,14.695
_03165_,14.68
regfile.registers\[13\]\[23\],14.68
regfile.registers\[28\]\[25\],14.68
regfile.registers\[6\]\[15\],14.675
_05282_,14.66
regfile.registers\[10\]\[0\],14.655
regfile.registers\[10\]\[23\],14.65
_02149_,14.64
_02449_,14.64
regfile.registers\[31\]\[26\],14.64
net1308,14.64
regfile.registers\[18\]\[9\],14.63
regfile.registers\[19\]\[17\],14.62
regfile.registers\[4\]\[28\],14.62
regfile.registers\[0\]\[14\],14.6
net187,14.6
regfile.registers\[28\]\[16\],14.58
_01275_,14.56
_03853_,14.54
_04950_,14.54
_01390_,14.525
_04930_,14.52
regfile.registers\[18\]\[18\],14.51
_03432_,14.49
regfile.registers\[22\]\[11\],14.49
regfile.registers\[22\]\[13\],14.485
_03837_,14.48
_05156_,14.48
regfile.registers\[7\]\[31\],14.48
_02270_,14.46
_04612_,14.46
net170,14.46
net1240,14.46
_02598_,14.44
regfile.registers\[19\]\[4\],14.44
_01583_,14.42
_02081_,14.42
net783,14.42
_03414_,14.4
regfile.registers\[2\]\[20\],14.4
regfile.registers\[31\]\[29\],14.4
net805,14.4
_01981_,14.38
_03456_,14.38
_05905_,14.38
net888,14.38
_06261_,14.36
_02532_,14.34
_04042_,14.34
_04149_,14.34
_05667_,14.34
regfile.registers\[26\]\[1\],14.34
_00375_,14.325
_00379_,14.325
_00019_,14.305
_04407_,14.3
regfile.registers\[0\]\[23\],14.3
regfile.registers\[20\]\[10\],14.3
regfile.registers\[20\]\[21\],14.3
_02436_,14.28
_00886_,14.265
net364,14.265
_01862_,14.26
_02769_,14.26
_03384_,14.26
_04522_,14.26
_04549_,14.26
_04914_,14.26
_00381_,14.255
regfile.registers\[30\]\[5\],14.25
_00710_,14.245
_01175_,14.245
_02875_,14.22
regfile.registers\[25\]\[19\],14.22
regfile.registers\[3\]\[8\],14.22
net433,14.21
_00554_,14.205
_00758_,14.205
regfile.registers\[4\]\[4\],14.2
_01040_,14.185
_03734_,14.18
_05893_,14.18
regfile.registers\[19\]\[31\],14.18
regfile.registers\[25\]\[21\],14.18
net283,14.17
_05344_,14.155
_02082_,14.14
_03005_,14.14
_04986_,14.14
_05897_,14.14
regfile.registers\[11\]\[20\],14.14
regfile.registers\[1\]\[7\],14.14
regfile.registers\[20\]\[9\],14.14
regfile.registers\[21\]\[21\],14.14
regfile.registers\[29\]\[24\],14.14
_04425_,14.1
_05226_,14.1
_00700_,14.085
_03822_,14.08
net925,14.08
regfile.registers\[10\]\[7\],14.075
regfile.registers\[18\]\[15\],14.075
_04932_,14.06
regfile.registers\[14\]\[2\],14.06
_00204_,14.045
_00352_,14.045
_00701_,14.045
_00281_,14.04
_04570_,14.04
regfile.registers\[4\]\[20\],14.04
_04911_,14.02
_05281_,14.02
_05346_,14.02
regfile.registers\[4\]\[18\],14.02
_02646_,14.01
_02086_,14
_04162_,14
_04327_,14
_05002_,14
_05404_,14
regfile.registers\[14\]\[27\],14
_02390_,13.98
dmem_addr[22],13.98
_00484_,13.965
_02070_,13.96
_03851_,13.96
_05201_,13.96
regfile.registers\[7\]\[2\],13.96
net515,13.96
net1017,13.96
_01565_,13.94
_02498_,13.94
_04467_,13.94
_04907_,13.94
_01917_,13.92
_04059_,13.92
_00620_,13.915
_03355_,13.9
_04919_,13.9
net1029,13.9
_00347_,13.885
_05840_,13.88
regfile.registers\[13\]\[12\],13.88
_06134_,13.86
net1080,13.86
regfile.registers\[18\]\[4\],13.85
regfile.registers\[30\]\[7\],13.85
_00316_,13.84
_00039_,13.825
_02366_,13.82
_04853_,13.82
regfile.registers\[2\]\[17\],13.805
_03068_,13.8
regfile.registers\[25\]\[28\],13.8
regfile.registers\[7\]\[24\],13.8
regfile.registers\[9\]\[14\],13.8
regfile.registers\[2\]\[24\],13.795
_01804_,13.78
_02535_,13.78
regfile.registers\[19\]\[15\],13.76
regfile.registers\[28\]\[29\],13.76
_00676_,13.745
_00878_,13.74
_02358_,13.74
_05564_,13.74
regfile.registers\[26\]\[5\],13.74
_03555_,13.72
_04241_,13.72
regfile.registers\[11\]\[19\],13.72
_03006_,13.7
_03112_,13.7
_01607_,13.68
_02483_,13.68
_03492_,13.68
_05308_,13.68
regfile.registers\[21\]\[13\],13.68
regfile.registers\[27\]\[1\],13.68
regfile.registers\[17\]\[30\],13.675
_01304_,13.665
_02143_,13.66
_03829_,13.66
_05049_,13.66
net1220,13.65
_02980_,13.64
_05824_,13.64
mem_data_wb\[12\],13.64
net868,13.64
_05711_,13.62
regfile.registers\[2\]\[10\],13.615
regfile.registers\[1\]\[10\],13.6
regfile.registers\[24\]\[10\],13.6
regfile.registers\[10\]\[25\],13.59
_00367_,13.585
_00671_,13.585
_01064_,13.585
_00539_,13.58
_03511_,13.58
_05742_,13.58
regfile.registers\[25\]\[31\],13.58
regfile.registers\[8\]\[9\],13.58
_02850_,13.56
regfile.registers\[23\]\[6\],13.555
_00956_,13.545
_01841_,13.54
_01886_,13.54
_01978_,13.54
_04909_,13.54
regfile.registers\[17\]\[19\],13.54
net630,13.54
_03405_,13.52
_03679_,13.52
_00295_,13.5
_01598_,13.5
