net,length_um
_02331_,70.38
_02480_,70.32
_05926_,70.28
_04031_,70.26
_02465_,70.14
_00985_,70.125
_07067_,70.12
_02018_,70.1
_02227_,70.08
_03933_,70.06
_03386_,70
_02461_,69.92
_02852_,69.82
_03425_,69.81
_02061_,69.76
regfile.registers\[11\]\[3\],69.76
regfile.registers\[6\]\[4\],69.745
clknet_leaf_166_clk,69.74
_01939_,69.72
regfile.registers\[12\]\[11\],69.7
regfile.registers\[13\]\[27\],69.64
regfile.registers\[9\]\[15\],69.56
regfile.registers\[10\]\[10\],69.55
_01742_,69.5
net1286,69.44
regfile.registers\[14\]\[6\],69.415
_07075_,69.39
_02187_,69.36
_02154_,69.34
_03603_,69.32
regfile.registers\[8\]\[29\],69.32
_05047_,69.31
_05537_,69.3
clknet_leaf_155_clk,69.3
_02618_,69.26
_00982_,69.245
_07050_,69.22
_01966_,69.2
_07038_,69.18
clknet_leaf_98_clk,69.16
clknet_leaf_157_clk,69.1
_01669_,69.035
regfile.registers\[4\]\[1\],69.03
regfile.registers\[0\]\[27\],68.99
_03250_,68.92
_05334_,68.78
_06896_,68.74
_02920_,68.68
_03903_,68.68
auipc_ex,68.68
_03232_,68.66
regfile.registers\[12\]\[13\],68.6
_02540_,68.54
_03668_,68.54
_01623_,68.48
regfile.registers\[17\]\[24\],68.48
regfile.registers\[8\]\[1\],68.4
_06099_,68.38
_02138_,68.36
_04414_,68.36
_06689_,68.29
_02033_,68.28
_02814_,68.28
_03356_,68.26
_05542_,68.22
_05586_,68.22
_02290_,68.04
regfile.registers\[10\]\[16\],68.03
_04183_,68.02
clknet_leaf_27_clk,68.005
_02778_,68
_07034_,67.99
_03662_,67.96
_01807_,67.94
_06453_,67.94
_06897_,67.92
_01600_,67.91
_01611_,67.84
_02987_,67.84
_02315_,67.82
regfile.registers\[18\]\[22\],67.82
_05349_,67.735
_02205_,67.68
_06296_,67.68
clknet_leaf_41_clk,67.6
_02508_,67.56
clknet_leaf_67_clk,67.52
regfile.registers\[13\]\[1\],67.5
regfile.registers\[7\]\[26\],67.5
_06038_,67.46
_05408_,67.34
_05400_,67.28
_01712_,67.02
_06954_,66.995
net1316,66.98
_06020_,66.86
_05354_,66.84
regfile.registers\[10\]\[30\],66.785
clknet_leaf_18_clk,66.76
_07077_,66.72
clknet_leaf_137_clk,66.7
regfile.registers\[12\]\[9\],66.66
_05871_,66.64
_05330_,66.6
_05273_,66.54
_07049_,66.41
_06519_,66.38
regfile.registers\[0\]\[17\],66.36
_03062_,66.325
_05401_,66.28
_01547_,66.24
clknet_leaf_107_clk,66.24
_03606_,66.16
_03925_,66.14
regfile.registers\[7\]\[21\],66.14
_03722_,66.1
_06444_,66.1
_06955_,66.06
_02780_,65.92
_03041_,65.89
_02153_,65.86
_05142_,65.845
_03039_,65.8
regfile.registers\[6\]\[0\],65.7
regfile.registers\[2\]\[25\],65.645
_04468_,65.64
_02735_,65.62
_03219_,65.62
_03320_,65.62
_05002_,65.62
regfile.registers\[10\]\[28\],65.55
_03049_,65.5
_03756_,65.48
_02437_,65.42
_02244_,65.34
_03543_,65.28
_03413_,65.27
_00780_,65.225
_04927_,65.22
_05054_,65.2
_05389_,65.18
_06986_,65.18
_02496_,65.16
_05496_,65.135
_07074_,65.08
_03207_,65.02
clknet_leaf_26_clk,65.02
_02781_,64.88
regfile.registers\[0\]\[18\],64.82
_03645_,64.8
_03947_,64.8
_02515_,64.76
_01508_,64.74
_04554_,64.74
clknet_leaf_153_clk,64.74
_06582_,64.66
regfile.registers\[3\]\[16\],64.64
_02742_,64.44
regfile.registers\[24\]\[29\],64.4
regfile.registers\[8\]\[18\],64.4
_06753_,64.34
regfile.registers\[12\]\[20\],64.34
_03084_,64.32
regfile.registers\[16\]\[26\],64.31
regfile.registers\[30\]\[14\],64.265
_05353_,64.24
_05392_,64.24
clknet_leaf_39_clk,64.18
_03119_,64.115
_02075_,64.1
regfile.registers\[18\]\[25\],64.1
_04021_,64.02
_03511_,63.98
_02692_,63.96
_03047_,63.9
_06531_,63.9
_06204_,63.86
regfile.registers\[7\]\[29\],63.82
_05604_,63.79
clknet_leaf_148_clk,63.72
_06546_,63.65
_06844_,63.65
_05582_,63.54
regfile.registers\[12\]\[0\],63.54
_03230_,63.52
clknet_leaf_19_clk,63.5
_04217_,63.48
_03470_,63.465
_04737_,63.44
_05989_,63.44
_01983_,63.42
_02651_,63.4
regfile.registers\[29\]\[4\],63.39
_02299_,63.36
_02134_,63.32
_04036_,63.3
_00769_,63.245
_05198_,63.22
_03893_,63.185
_05329_,63.14
_01854_,63.06
_06950_,63.025
_02802_,63.02
_05335_,63.02
_03759_,63
_04907_,62.96
_02541_,62.94
_03545_,62.93
_04016_,62.92
_05004_,62.92
_04948_,62.915
_01534_,62.9
_06932_,62.86
_02872_,62.82
_06953_,62.82
_03843_,62.8
_06557_,62.8
_02626_,62.76
_05155_,62.76
_02316_,62.68
clknet_leaf_28_clk,62.65
regfile.registers\[20\]\[10\],62.64
clknet_leaf_30_clk,62.64
haz_detect.mem_rd\[0\],62.595
regfile.registers\[21\]\[31\],62.58
_06952_,62.52
_06987_,62.52
clknet_leaf_47_clk,62.48
_04134_,62.42
_02055_,62.38
_04303_,62.34
_05877_,62.34
regfile.registers\[23\]\[3\],62.34
_03900_,62.32
_06236_,62.28
_05583_,62.26
_02786_,62.22
_05711_,62.14
_02800_,62.12
_02810_,62.06
_03147_,62.06
_03717_,62.02
regfile.registers\[27\]\[28\],62
_02512_,61.96
_03589_,61.92
_07059_,61.9
haz_detect.id_rs2\[4\],61.88
regfile.registers\[12\]\[29\],61.88
_05523_,61.86
regfile.registers\[30\]\[21\],61.855
_02511_,61.78
_03166_,61.75
_02001_,61.7
clknet_leaf_76_clk,61.7
regfile.registers\[21\]\[25\],61.62
regfile.registers\[11\]\[14\],61.54
regfile.registers\[18\]\[6\],61.505
_03647_,61.44
_02616_,61.295
regfile.registers\[29\]\[6\],61.28
_04784_,61.26
_04531_,61.24
_05191_,61.24
_02996_,61.2
_04583_,61.2
_06951_,61.2
_02348_,61.18
regfile.registers\[26\]\[30\],61.165
_06023_,61.08
_01485_,61.065
_02506_,61.06
regfile.registers\[17\]\[25\],61.04
_02036_,60.98
_03944_,60.98
regfile.registers\[10\]\[11\],60.97
_03377_,60.96
_04869_,60.96
_06509_,60.96
_03906_,60.86
regfile.registers\[22\]\[20\],60.85
_05554_,60.84
_02095_,60.82
_02285_,60.82
_06185_,60.8
_05150_,60.78
pc_plus_4_ex\[16\],60.76
_03342_,60.74
clknet_leaf_40_clk,60.74
_05566_,60.7
_03902_,60.68
_03152_,60.66
_06344_,60.62
_05161_,60.58
_06458_,60.52
_06973_,60.5
_03257_,60.4
_03930_,60.38
regfile.registers\[27\]\[16\],60.32
_05596_,60.3
_06817_,60.3
_06933_,60.26
_03548_,60.24
net1302,60.24
_04061_,60.2
_03670_,60.17
clknet_leaf_49_clk,60.16
clknet_leaf_150_clk,60.16
regfile.registers\[18\]\[20\],60.14
_06262_,60.1
net246,60.1
_05597_,60.08
regfile.registers\[17\]\[14\],60.08
regfile.registers\[30\]\[23\],60.05
_03247_,60.04
_06940_,60.02
_02220_,60
_03641_,59.99
_03874_,59.95
_05567_,59.9
clknet_leaf_9_clk,59.9
_01718_,59.895
regfile.registers\[17\]\[3\],59.84
_03196_,59.8
_03764_,59.8
_07025_,59.78
clknet_leaf_55_clk,59.74
_03984_,59.73
_02335_,59.7
regfile.registers\[17\]\[12\],59.7
_04771_,59.62
_05333_,59.6
regfile.registers\[26\]\[2\],59.59
_02573_,59.54
_02027_,59.52
_04334_,59.5
_04108_,59.48
_04815_,59.46
regfile.registers\[8\]\[28\],59.46
net1325,59.44
_02983_,59.32
_04849_,59.28
_06493_,59.28
_06197_,59.26
clknet_leaf_7_clk,59.22
_05716_,59.2
_03830_,59.12
_05556_,59.12
_05140_,59.06
_05178_,59.02
regfile.registers\[11\]\[10\],59
_03228_,58.98
_06242_,58.96
_01620_,58.9
_06608_,58.84
_06105_,58.8
_05568_,58.76
_02524_,58.75
_03115_,58.685
regfile.registers\[0\]\[6\],58.68
_02822_,58.66
_03301_,58.66
_02621_,58.64
clknet_leaf_133_clk,58.64
_05012_,58.62
regfile.registers\[11\]\[4\],58.62
_04875_,58.56
clknet_leaf_162_clk,58.56
_05391_,58.55
_03086_,58.52
_02497_,58.51
_00787_,58.505
regfile.registers\[0\]\[15\],58.5
_05573_,58.46
_06696_,58.46
clknet_leaf_170_clk,58.44
_02292_,58.42
_02514_,58.38
_03970_,58.28
_06202_,58.28
_02766_,58.22
_07051_,58.18
regfile.registers\[6\]\[8\],58.025
_04156_,58.02
_04066_,58
_05608_,57.94
_05965_,57.92
_07071_,57.9
_02849_,57.88
_05590_,57.84
_04901_,57.78
_05102_,57.78
_02440_,57.76
_03072_,57.69
_05116_,57.68
regfile.registers\[5\]\[2\],57.64
_01601_,57.56
_04382_,57.56
_05594_,57.56
_03213_,57.51
_01610_,57.48
_03397_,57.44
_05160_,57.44
regfile.registers\[29\]\[5\],57.42
_02568_,57.32
clknet_leaf_115_clk,57.32
_05819_,57.3
_06718_,57.28
_01499_,57.22
_03090_,57.18
_04307_,57.16
_05475_,57.14
regfile.registers\[6\]\[5\],57.085
_02599_,57
_06894_,56.98
_02472_,56.94
_00919_,56.925
_01608_,56.9
_02614_,56.86
regfile.registers\[7\]\[17\],56.86
_05525_,56.8
_01484_,56.705
_01831_,56.68
regfile.registers\[8\]\[2\],56.6
regfile.registers\[2\]\[16\],56.595
_03476_,56.58
_06234_,56.54
regfile.registers\[0\]\[0\],56.54
_05503_,56.515
_02989_,56.485
clknet_leaf_142_clk,56.44
_03751_,56.42
_04799_,56.41
_01945_,56.4
_04566_,56.38
regfile.registers\[6\]\[1\],56.36
clknet_leaf_3_clk,56.3
_01713_,56.26
_03226_,56.26
regfile.registers\[7\]\[12\],56.26
_06585_,56.2
regfile.registers\[24\]\[24\],56.2
_04068_,56.18
_05499_,56.18
regfile.registers\[27\]\[3\],56.18
pc_plus_4_ex\[10\],56.16
regfile.registers\[28\]\[29\],56.14
_03837_,56.12
_06317_,56.1
_02070_,56.08
_02803_,56.02
_06101_,56.02
_02271_,55.98
_05557_,55.98
_01843_,55.96
_06913_,55.96
clknet_leaf_5_clk,55.94
_07023_,55.9
_05352_,55.88
_07006_,55.88
regfile.registers\[28\]\[2\],55.88
_04577_,55.86
_06888_,55.86
_05935_,55.84
_07035_,55.815
_05110_,55.8
regfile.registers\[26\]\[10\],55.75
_04227_,55.68
_01715_,55.66
_02665_,55.66
_05476_,55.48
_02525_,55.46
regfile.registers\[11\]\[27\],55.4
_05484_,55.39
alu_src_ex,55.38
_05504_,55.37
_02090_,55.34
_05497_,55.32
_05382_,55.24
_05634_,55.24
regfile.registers\[20\]\[11\],55.24
regfile.registers\[8\]\[26\],55.19
_04145_,55.18
_07043_,55.17
regfile.registers\[10\]\[17\],55.15
clknet_leaf_54_clk,55.06
pc_plus_4_wb\[16\],55.05
_04760_,54.94
regfile.registers\[30\]\[31\],54.94
_02549_,54.92
_06450_,54.9
regfile.registers\[22\]\[3\],54.89
regfile.registers\[9\]\[12\],54.86
_04073_,54.85
_02406_,54.84
regfile.registers\[21\]\[17\],54.78
regfile.registers\[17\]\[19\],54.76
net1329,54.72
_02458_,54.7
_05595_,54.7
_05324_,54.64
_05979_,54.6
regfile.registers\[24\]\[26\],54.58
_03922_,54.54
_05953_,54.54
_06814_,54.46
_05569_,54.44
_06891_,54.4
regfile.registers\[25\]\[2\],54.39
regfile.registers\[10\]\[7\],54.385
_06266_,54.32
_02269_,54.26
_03629_,54.24
_07000_,54.2
_05607_,54.18
regfile.registers\[8\]\[11\],54.16
clknet_leaf_102_clk,54.14
_02899_,54.11
_04735_,54.06
_02548_,53.88
_03004_,53.86
_05033_,53.85
_03412_,53.84
_03082_,53.8
clknet_leaf_141_clk,53.8
_07058_,53.79
_00876_,53.745
_06015_,53.74
regfile.registers\[17\]\[5\],53.74
regfile.registers\[21\]\[28\],53.74
_03567_,53.68
_01696_,53.66
_05465_,53.6
clknet_leaf_111_clk,53.6
regfile.registers\[21\]\[2\],53.56
_06943_,53.49
_04664_,53.48
_03465_,53.47
_01674_,53.44
_03859_,53.42
_02223_,53.4
_02564_,53.4
_05085_,53.38
_06596_,53.36
_06989_,53.36
_03975_,53.28
_06571_,53.27
_05817_,53.26
regfile.registers\[11\]\[9\],53.22
_06845_,53.18
_06838_,53.16
_06318_,53.14
_02917_,53.12
_05276_,53.12
_02207_,53.06
_05899_,53.06
regfile.registers\[13\]\[14\],53.06
_01538_,53
_05964_,53
regfile.registers\[14\]\[24\],52.99
regfile.registers\[30\]\[16\],52.98
_02022_,52.96
_02195_,52.96
clknet_leaf_119_clk,52.96
_02035_,52.92
clknet_leaf_16_clk,52.88
_03216_,52.86
_05125_,52.84
_05609_,52.84
_06812_,52.82
_03519_,52.76
_03666_,52.72
_05593_,52.72
net520,52.72
net1355,52.68
regfile.registers\[0\]\[10\],52.66
_06491_,52.58
regfile.registers\[17\]\[23\],52.58
_03315_,52.56
_05057_,52.56
regfile.registers\[22\]\[28\],52.49
_04219_,52.48
_03605_,52.46
regfile.registers\[28\]\[3\],52.44
regfile.registers\[12\]\[14\],52.43
_03294_,52.32
regfile.registers\[7\]\[23\],52.31
regfile.registers\[1\]\[29\],52.3
regfile.registers\[5\]\[3\],52.3
_02151_,52.28
_06593_,52.26
_07078_,52.26
regfile.registers\[17\]\[17\],52.26
_01593_,52.25
regfile.registers\[25\]\[15\],52.24
_04211_,52.22
_06467_,52.22
_04751_,52.2
_05500_,52.185
_06465_,52.18
_03281_,52.12
regfile.registers\[23\]\[15\],52.1
_06123_,52.08
_02948_,52.06
_02818_,52.03
_05066_,51.92
_06166_,51.92
_04029_,51.9
_06946_,51.9
_03343_,51.895
regfile.registers\[15\]\[31\],51.88
_01690_,51.84
_03034_,51.74
_06128_,51.74
_06978_,51.7
_02098_,51.62
_02163_,51.62
_05043_,51.6
_04187_,51.585
_04451_,51.58
ctrl.opcode\[6\],51.555
_05731_,51.54
_01649_,51.53
_03886_,51.52
_02457_,51.51
_01668_,51.5
_05612_,51.48
regfile.registers\[17\]\[6\],51.48
_03825_,51.44
_02473_,51.42
_02882_,51.42
regfile.registers\[15\]\[0\],51.42
_06240_,51.36
_02873_,51.35
_05999_,51.34
regfile.registers\[17\]\[18\],51.34
_04135_,51.3
_02351_,51.28
pc_plus_4_wb\[25\],51.26
_01769_,51.24
_05345_,51.2
rd2_ex\[31\],51.18
_03128_,51.16
_03957_,51.16
_04324_,51.16
_05888_,51.16
_05042_,51.14
_06016_,51.14
regfile.registers\[31\]\[10\],51.14
_03304_,51.02
_02900_,50.84
_04904_,50.84
_05166_,50.84
_03088_,50.76
_06673_,50.7
_05318_,50.66
_06552_,50.6
_02843_,50.58
_06477_,50.56
_03887_,50.54
_03939_,50.54
_04856_,50.5
_05576_,50.48
_06182_,50.48
regfile.registers\[0\]\[1\],50.4
regfile.registers\[25\]\[1\],50.4
_03596_,50.38
regfile.registers\[0\]\[8\],50.38
regfile.registers\[17\]\[11\],50.38
regfile.registers\[21\]\[10\],50.38
_02230_,50.32
clknet_leaf_51_clk,50.245
_04196_,50.18
_02085_,50.16
_05613_,50.16
_06841_,50.16
regfile.registers\[30\]\[19\],50.05
regfile.registers\[26\]\[8\],49.955
_05308_,49.92
_03532_,49.9
_04648_,49.88
_05319_,49.88
_05379_,49.84
_03037_,49.82
_05655_,49.82
regfile.registers\[11\]\[21\],49.82
_04804_,49.8
_07007_,49.795
regfile.registers\[22\]\[18\],49.75
_03256_,49.72
_07081_,49.72
_04360_,49.68
_03899_,49.66
_05889_,49.66
regfile.registers\[10\]\[26\],49.59
_04503_,49.56
_02000_,49.54
regfile.registers\[3\]\[11\],49.54
_05466_,49.52
regfile.registers\[0\]\[16\],49.46
regfile.registers\[19\]\[14\],49.36
_03541_,49.28
net482,49.28
_03547_,49.24
_05326_,49.24
_03173_,49.22
_04734_,49.22
_02262_,49.2
regfile.registers\[11\]\[20\],49.12
_05745_,49.09
_04964_,49.08
_06162_,49.08
_06420_,49.06
_02510_,49.03
net176,48.98
regfile.registers\[12\]\[6\],48.94
_06075_,48.925
regfile.registers\[22\]\[24\],48.925
pc_plus_4_ex\[12\],48.9
regfile.registers\[13\]\[11\],48.9
_02101_,48.8
_06899_,48.8
_05077_,48.78
_03061_,48.76
_05512_,48.755
regfile.registers\[22\]\[21\],48.69
_02826_,48.68
_03450_,48.64
_05522_,48.62
regfile.registers\[29\]\[14\],48.6
_05336_,48.58
_05339_,48.56
_02581_,48.54
_06948_,48.5
_06990_,48.48
_05218_,48.46
_07044_,48.44
_02139_,48.36
_02241_,48.36
_04486_,48.26
_04984_,48.24
_05248_,48.24
regfile.registers\[30\]\[25\],48.23
_03973_,48.18
_06595_,48.18
_06903_,48.18
regfile.registers\[30\]\[15\],48.17
_03908_,48.105
_02916_,48.1
regfile.registers\[12\]\[17\],48.1
regfile.registers\[4\]\[27\],48.1
_04404_,48.06
regfile.registers\[11\]\[16\],48.04
regfile.registers\[19\]\[9\],48.02
regfile.registers\[3\]\[22\],48
_03404_,47.98
_05479_,47.96
_02268_,47.94
_05267_,47.94
regfile.registers\[3\]\[2\],47.94
regfile.registers\[18\]\[23\],47.82
_04045_,47.8
regfile.registers\[4\]\[24\],47.74
_00736_,47.73
_02248_,47.68
_02758_,47.68
regfile.registers\[28\]\[26\],47.68
_03538_,47.66
_02301_,47.64
regfile.registers\[25\]\[17\],47.64
_01903_,47.6
_01592_,47.58
_04874_,47.56
_06150_,47.56
_07003_,47.56
regfile.registers\[30\]\[29\],47.555
_05987_,47.545
_00785_,47.525
_05874_,47.52
_04819_,47.5
_05572_,47.475
_02363_,47.46
_05357_,47.43
pc_plus_4_wb\[26\],47.42
_06911_,47.365
_02517_,47.32
_02612_,47.32
_04540_,47.28
regfile.registers\[0\]\[4\],47.28
regfile.registers\[11\]\[6\],47.28
_03361_,47.2
_06245_,47.18
regfile.registers\[3\]\[0\],47.16
regfile.registers\[10\]\[8\],47.145
_05577_,47.14
_05323_,47.13
_03313_,47.1
_04631_,47.1
_05513_,47.1
regfile.registers\[18\]\[8\],47.09
_02222_,47.06
_06554_,47
_02623_,46.94
_04840_,46.94
_06238_,46.9
_06604_,46.9
regfile.registers\[3\]\[17\],46.9
_04545_,46.88
_04953_,46.88
regfile.registers\[22\]\[5\],46.845
_03080_,46.78
_06947_,46.78
_02862_,46.74
_03652_,46.74
regfile.registers\[9\]\[11\],46.74
_04277_,46.64
_06895_,46.64
_05932_,46.62
regfile.registers\[18\]\[29\],46.62
_03336_,46.6
regfile.registers\[12\]\[3\],46.6
_06957_,46.54
_02260_,46.52
_04427_,46.46
_04599_,46.46
regfile.registers\[28\]\[6\],46.44
_02224_,46.4
_04630_,46.4
regfile.registers\[11\]\[8\],46.4
_04497_,46.34
_04461_,46.32
regfile.registers\[26\]\[12\],46.305
_02106_,46.27
haz_detect.ex_rd\[1\],46.26
regfile.registers\[4\]\[28\],46.26
_06175_,46.24
_05998_,46.22
_03134_,46.2
regfile.registers\[12\]\[26\],46.18
_05493_,46.155
_02338_,46.14
regfile.registers\[14\]\[8\],46.135
regfile.registers\[8\]\[14\],46.12
_02656_,46.1
_04726_,46.1
_02216_,46.06
_01614_,46.04
_03654_,46.04
_03155_,45.98
_05360_,45.98
_05742_,45.98
_01828_,45.86
_05124_,45.84
regfile.registers\[25\]\[28\],45.74
net1278,45.74
_03065_,45.72
_00814_,45.685
_03371_,45.66
regfile.registers\[8\]\[20\],45.66
_04020_,45.64
_05867_,45.64
_05383_,45.6
_06219_,45.6
_00728_,45.525
_04228_,45.52
_03744_,45.48
clknet_leaf_25_clk,45.48
_06847_,45.46
ctrl.opcode\[2\],45.46
net1082,45.4
_03089_,45.36
regfile.registers\[0\]\[12\],45.36
_06849_,45.33
_03832_,45.32
_03871_,45.3
_05346_,45.3
regfile.registers\[8\]\[16\],45.3
_02179_,45.28
_06455_,45.2
_05003_,45.18
regfile.registers\[21\]\[8\],45.18
_04833_,45.16
_05311_,45.13
ctrl.opcode\[4\],45.12
regfile.registers\[12\]\[28\],45.12
_06463_,45.08
regfile.registers\[8\]\[10\],45.08
regfile.registers\[29\]\[12\],45.05
_04946_,45.04
pc_plus_4_mem\[18\],45.04
regfile.registers\[4\]\[26\],45.02
_04332_,44.9
_03402_,44.84
_01681_,44.82
_05480_,44.78
_05489_,44.75
regfile.registers\[6\]\[2\],44.735
_01868_,44.72
_02969_,44.72
regfile.registers\[29\]\[2\],44.7
_04972_,44.68
_05363_,44.665
_04647_,44.6
_02196_,44.56
_06768_,44.535
net1065,44.5
regfile.registers\[22\]\[15\],44.49
_03399_,44.46
net180,44.46
_05483_,44.38
_05916_,44.38
_06178_,44.36
_05775_,44.34
_03819_,44.32
_06912_,44.3
clknet_leaf_10_clk,44.3
_02884_,44.28
regfile.registers\[17\]\[4\],44.27
_05795_,44.26
regfile.registers\[19\]\[12\],44.26
_04123_,44.24
regfile.registers\[18\]\[7\],44.2
_03890_,44.18
_04397_,44.14
_06892_,44.14
_06064_,44.12
_06553_,44.12
_06996_,44.12
regfile.registers\[17\]\[7\],44.12
_03199_,44.1
_06848_,44.1
_02377_,44.08
_05477_,44.08
_03191_,44.04
regfile.registers\[2\]\[15\],43.97
_06816_,43.96
_05146_,43.94
_05579_,43.94
_03790_,43.9
_05257_,43.89
regfile.registers\[11\]\[7\],43.84
_04831_,43.815
_03067_,43.8
_03148_,43.8
_06893_,43.795
net792,43.66
_02084_,43.58
_04298_,43.56
_02848_,43.54
alu_unit.funct3\[2\],43.54
_02246_,43.5
_07042_,43.48
_05020_,43.46
_05571_,43.44
_06898_,43.44
regfile.registers\[31\]\[31\],43.44
_04000_,43.34
_05092_,43.3
_05492_,43.195
_01647_,43.14
regfile.registers\[15\]\[3\],43.14
_04364_,43.1
_05901_,43.1
regfile.registers\[19\]\[24\],43.06
regfile.registers\[22\]\[4\],43.055
regfile.registers\[18\]\[26\],43.04
_05515_,43.035
regfile.registers\[19\]\[3\],43.02
regfile.registers\[5\]\[18\],42.98
_06217_,42.94
_02890_,42.92
_04363_,42.92
clknet_leaf_159_clk,42.88
_06682_,42.86
_03516_,42.82
_04312_,42.75
_03741_,42.72
_01905_,42.7
_03032_,42.7
regfile.registers\[17\]\[16\],42.7
regfile.registers\[17\]\[2\],42.7
_05182_,42.68
regfile.registers\[31\]\[16\],42.68
_02598_,42.66
_06024_,42.66
regfile.registers\[3\]\[15\],42.62
_01847_,42.56
regfile.registers\[14\]\[22\],42.55
_04158_,42.54
regfile.registers\[22\]\[25\],42.535
_01687_,42.52
_02837_,42.52
_04652_,42.52
_07040_,42.48
_02577_,42.46
_04981_,42.44
_06825_,42.44
regfile.registers\[8\]\[21\],42.44
_04354_,42.42
_02867_,42.38
_02041_,42.34
_01901_,42.3
_02567_,42.22
regfile.registers\[13\]\[26\],42.22
regfile.registers\[17\]\[1\],42.18
_03946_,42.13
_03634_,42.12
_05562_,42.1
_01671_,42.08
_02942_,42.04
regfile.registers\[9\]\[10\],42.03
_06350_,42.02
regfile.registers\[9\]\[19\],42
_06959_,41.98
regfile.registers\[8\]\[15\],41.96
_06984_,41.95
_05551_,41.94
haz_detect.mem_rd\[3\],41.9
_04620_,41.86
regfile.registers\[3\]\[20\],41.86
_04598_,41.82
regfile.registers\[22\]\[19\],41.81
regfile.registers\[23\]\[12\],41.8
_02174_,41.78
_07039_,41.775
_00874_,41.7
_02998_,41.69
regfile.registers\[2\]\[11\],41.67
_02763_,41.6
_06154_,41.6
_07041_,41.59
clknet_leaf_71_clk,41.58
_03305_,41.56
regfile.registers\[3\]\[10\],41.56
_04494_,41.52
_05469_,41.52
_05880_,41.51
net1317,41.44
_05550_,41.42
regfile.registers\[17\]\[27\],41.42
_05347_,41.4
_05943_,41.38
_04346_,41.375
_02278_,41.36
regfile.registers\[2\]\[18\],41.285
_04027_,41.28
_04801_,41.28
_06642_,41.22
regfile.registers\[15\]\[5\],41.22
_03518_,41.2
_04861_,41.2
_02619_,41.18
_06278_,41.16
_04624_,41.08
regfile.registers\[19\]\[22\],41.08
_04788_,41.055
_06958_,41.045
regfile.registers\[11\]\[1\],41
_02895_,40.88
_01615_,40.86
_06264_,40.86
regfile.registers\[26\]\[17\],40.835
net1270,40.82
clknet_leaf_31_clk,40.78
_01652_,40.76
_05846_,40.74
_06931_,40.72
_06949_,40.705
_06549_,40.68
regfile.registers\[20\]\[7\],40.68
_05767_,40.66
_06338_,40.66
haz_detect.mem_reg_write,40.66
_06678_,40.62
_06713_,40.62
regfile.registers\[5\]\[21\],40.62
_04474_,40.58
_02631_,40.54
regfile.registers\[18\]\[18\],40.54
_02191_,40.52
_05570_,40.49
regfile.registers\[7\]\[11\],40.46
_04117_,40.42
regfile.registers\[18\]\[27\],40.42
regfile.registers\[23\]\[0\],40.37
_06050_,40.36
clknet_leaf_93_clk,40.36
regfile.registers\[18\]\[19\],40.34
_06981_,40.32
_03463_,40.28
_02939_,40.26
_06408_,40.26
regfile.registers\[12\]\[12\],40.26
regfile.registers\[10\]\[6\],40.195
regfile.registers\[0\]\[14\],40.16
_02622_,40.155
_02875_,40.115
_03271_,40.1
_06796_,40.08
_05228_,40.02
_05663_,40.02
net187,40.02
regfile.registers\[26\]\[23\],40.01
_03406_,40.005
_04507_,39.98
regfile.registers\[11\]\[12\],39.98
_01519_,39.96
_05087_,39.96
_05584_,39.96
net205,39.94
_05516_,39.89
_06928_,39.82
regfile.registers\[24\]\[5\],39.82
_03427_,39.8
_05301_,39.72
_05962_,39.7
_06655_,39.7
_04394_,39.64
_01603_,39.62
_02666_,39.6
_06251_,39.56
_04148_,39.54
pc_plus_4_ex\[3\],39.48
_01675_,39.46
_02333_,39.46
_04287_,39.46
_05127_,39.44
_03570_,39.42
_06843_,39.42
regfile.registers\[24\]\[16\],39.42
_02979_,39.4
regfile.registers\[15\]\[20\],39.4
_06846_,39.395
_03003_,39.36
_03254_,39.36
regfile.registers\[19\]\[28\],39.36
_03729_,39.3
_06925_,39.28
regfile.registers\[29\]\[21\],39.28
_05530_,39.26
_02847_,39.255
_05849_,39.24
_06319_,39.24
_03948_,39.2
_05371_,39.2
regfile.registers\[5\]\[20\],39.2
_03546_,39.18
_02923_,39.135
_03675_,39.12
_06711_,39.08
_05063_,39.06
_02783_,39.05
_03242_,39.02
_05180_,39
_04304_,38.995
regfile.registers\[30\]\[5\],38.965
haz_detect.mem_rd\[2\],38.94
_04932_,38.9
_03205_,38.88
_00752_,38.865
_02590_,38.86
_05585_,38.84
_06842_,38.84
_06013_,38.835
_04349_,38.82
regfile.registers\[2\]\[17\],38.715
_01551_,38.7
_04447_,38.7
regfile.registers\[7\]\[20\],38.7
regfile.registers\[4\]\[29\],38.69
regfile.registers\[30\]\[4\],38.675
_03355_,38.66
_03749_,38.62
regfile.registers\[12\]\[21\],38.62
regfile.registers\[15\]\[1\],38.62
regfile.registers\[23\]\[24\],38.62
_01609_,38.6
regfile.registers\[0\]\[25\],38.54
regfile.registers\[23\]\[28\],38.52
_03960_,38.48
_04167_,38.48
_02669_,38.46
_06995_,38.46
_07082_,38.46
net1299,38.44
regfile.registers\[19\]\[20\],38.4
regfile.registers\[12\]\[22\],38.38
_06811_,38.37
_02326_,38.36
_04438_,38.32
_02785_,38.3
regfile.registers\[19\]\[5\],38.28
ctrl.funct7\[6\],38.24
regfile.registers\[19\]\[2\],38.22
_01906_,38.18
regfile.registers\[17\]\[26\],38.14
_06944_,38.07
regfile.registers\[7\]\[14\],38.06
_02126_,38.04
_03535_,38.04
regfile.registers\[13\]\[29\],38.04
_05478_,38.03
